# mood_lag1,circumplex.arousal_lag1,circumplex.valence_lag1,activity_lag1,screen_lag1,call_lag1,sms_lag1,pca_var_0_lag1,pca_var_1_lag1,pca_var_2_lag1,pca_var_3_lag1,pca_var_4_lag1
6.200000000000000178e+00,2.000000000000000111e-01,2.000000000000000111e-01,3.083152391755938471e+00,1.797890700006483894e+04,6.000000000000000000e+00,0.000000000000000000e+00,-2.084688891262268953e+03,4.365722220048264717e+03,-2.401428393443472487e+03,-6.336827080707556661e+02,-1.571038620697901536e+02
6.400000000000000355e+00,5.999999999999999778e-01,5.000000000000000000e-01,3.790083507839329791e+00,6.142160999536513373e+03,3.000000000000000000e+00,1.000000000000000000e+00,6.178076357502500287e+02,2.043139451854730396e+03,1.059994764413419944e+03,-1.286297923509391921e+03,-9.785733258329388207e+01
6.799999999999999822e+00,2.000000000000000111e-01,8.000000000000000444e-01,2.141116737075955179e+00,6.773832001447675793e+03,0.000000000000000000e+00,0.000000000000000000e+00,3.175879965394771887e+01,2.389293091597302464e+03,7.046474224784335547e+02,-1.349537567419147535e+03,-1.254636244016055855e+02
6.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,1.895065346774351456e+00,1.504735100054740360e+04,1.000000000000000000e+01,0.000000000000000000e+00,2.380855017432844534e+02,6.945524567034006395e+03,-6.403577527369116069e+02,-1.386619856993549092e+03,-2.834244799331257809e+02
6.750000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,2.360978697372162038e+00,2.147535499906539189e+04,0.000000000000000000e+00,1.000000000000000000e+00,1.688402426904439437e+02,7.391908994927066487e+03,7.779483025120541697e+02,-2.558685054291007418e+03,-2.314898141227112944e+02
6.599999999999999645e+00,-2.000000000000000111e-01,5.999999999999999778e-01,2.431399720081822480e+00,1.642380100035667419e+04,0.000000000000000000e+00,0.000000000000000000e+00,-1.451002536749225840e+02,6.961767329428806988e+03,-2.008994056559755336e+03,-1.348587854834631344e+03,-3.673890129034610936e+02
7.000000000000000000e+00,2.000000000000000111e-01,8.000000000000000444e-01,3.509234101320144905e+00,1.744214999938011169e+04,2.000000000000000000e+00,1.000000000000000000e+00,5.747453935612615084e+01,4.133406566766093420e+03,1.064785214969642993e+03,-1.236226399928504634e+03,5.248273579541503153e+01
6.400000000000000355e+00,-5.999999999999999778e-01,5.999999999999999778e-01,2.296752519290883754e+00,4.923488999605179743e+03,5.000000000000000000e+00,0.000000000000000000e+00,-8.678996728815478491e+03,-1.858314026179189796e+03,7.357869311139698993e+02,4.136663362909960142e+02,6.621819107543122307e+00
8.000000000000000000e+00,2.000000000000000111e-01,1.000000000000000000e+00,1.636867442444871479e+00,8.322621999740602405e+03,4.000000000000000000e+00,1.000000000000000000e+00,-6.149150889083419997e+02,2.514282506266747816e+02,7.520398646649709917e+02,7.205634778824653495e+02,-3.884058597536340329e+01
7.500000000000000000e+00,-5.000000000000000000e-01,7.500000000000000000e-01,6.873015873015880794e-01,4.523214000940326514e+03,0.000000000000000000e+00,0.000000000000000000e+00,9.565407401983937916e+02,-1.145194968946028212e+03,6.461260039269096751e+02,9.988907044128029611e+02,-1.888536969654706610e+01
