# mood_lag1,circumplex.arousal_lag1,circumplex.valence_lag1,activity_lag1,screen_lag1,call_lag1,sms_lag1,pca_var_0_lag1,pca_var_1_lag1,pca_var_2_lag1,pca_var_3_lag1,pca_var_4_lag1
8.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,5.622509999036790759e+03,3.000000000000000000e+00,0.000000000000000000e+00,1.091954442177684768e+03,1.544336643168591763e+03,8.951980173653722659e+02,-9.551657631882907253e+02,-9.023928955980370858e+01
6.200000000000000178e+00,0.000000000000000000e+00,4.000000000000000222e-01,0.000000000000000000e+00,8.903782000064851673e+03,3.000000000000000000e+00,0.000000000000000000e+00,4.790871378868808961e+02,3.872126277806443341e+03,1.296238353309113108e+03,2.774308178387694284e+02,-7.655349767421995466e+01
6.333333333333333037e+00,-6.666666666666666297e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.548048998832700818e+03,3.000000000000000000e+00,0.000000000000000000e+00,9.800236095416298667e+02,1.378936041132949413e+03,1.360193545037945341e+03,-4.401177130763537093e+02,-4.965843633987189776e+01
6.000000000000000000e+00,-4.000000000000000222e-01,4.000000000000000222e-01,8.337052096204703444e-01,5.613824001312255859e+03,0.000000000000000000e+00,2.000000000000000000e+00,5.500595505880852443e+02,-8.615089340208721751e+02,8.923007705085776706e+02,3.710645662290810378e+02,-2.101227014875809473e+01
7.500000000000000000e+00,2.500000000000000000e-01,1.000000000000000000e+00,2.603505841632181905e+00,7.177026000738149378e+03,9.000000000000000000e+00,0.000000000000000000e+00,9.420615174093492215e+02,1.615253442430928999e+03,1.419642291667179961e+03,-3.740061376730694178e+02,-4.860587319512080029e+01
6.750000000000000000e+00,1.000000000000000000e+00,7.500000000000000000e-01,3.208590358236871776e+00,6.095810001134871527e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.126879853999524812e+03,1.565261443395233073e+03,1.400853811072886856e+03,-2.252477136901300696e+02,-4.528048658620002698e+01
7.200000000000000178e+00,1.000000000000000000e+00,8.000000000000000444e-01,2.842963185266956572e+00,4.862865999221802667e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.250077892004952673e+03,1.608097862755770393e+03,1.385804323158180523e+03,-7.652956982207118699e+02,-5.915508736341140406e+01
7.250000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.204745349572547308e+00,3.032318999528886252e+03,2.000000000000000000e+00,3.000000000000000000e+00,1.003960821812388531e+03,-5.329459988129931389e+02,9.148319372225237203e+02,-3.656773383776662740e+02,-4.392414355118823011e+01
3.750000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,4.454638160449478912e-01,1.806179999589920499e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.389612424077702826e+03,-1.563685319467144382e+03,6.664756754152549547e+02,1.851764467377861934e+02,-2.976812966548398620e+01
4.400000000000000355e+00,-1.399999999999999911e+00,-1.000000000000000000e+00,2.045829533954065749e+00,3.991816000223160245e+03,1.000000000000000000e+00,9.000000000000000000e+00,1.113753919398236121e+03,1.369214051311326159e+02,1.070805845327645784e+03,-1.495760953046599866e+02,-4.037892970215961697e+01
3.750000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,1.437891855995880319e-01,4.166945000886917114e+03,0.000000000000000000e+00,1.000000000000000000e+00,2.638291129408692086e+02,8.004544397802789035e+02,1.269618877108921879e+03,-5.433776722443681138e+02,-4.630502436216583817e+01
5.333333333333333037e+00,-1.000000000000000000e+00,3.333333333333333148e-01,9.832053121014865393e-01,9.523143001079555688e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.193739755695696203e+03,3.478717169189953438e+03,1.880371953541929770e+03,9.929614408221327722e+02,-1.989288870499818174e+01
5.500000000000000000e+00,-5.000000000000000000e-01,2.500000000000000000e-01,9.416762206494148080e-01,8.523028999567035498e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.160548540581609814e+03,4.548149407529401287e+03,2.059937011651138164e+03,-1.314626744609083516e+03,-7.955910908277046190e+01
5.799999999999999822e+00,-5.999999999999999778e-01,2.000000000000000111e-01,1.852220646086623734e+00,1.126352600169181824e+04,1.000000000000000000e+00,1.000000000000000000e+00,6.965611205980544582e+02,5.759384746071647896e+03,2.376871763318452849e+03,-1.205008960559697925e+03,-7.649614101603928873e+01
6.200000000000000178e+00,0.000000000000000000e+00,5.999999999999999778e-01,1.087789996038950990e+00,4.806280000209807440e+03,1.000000000000000000e+00,0.000000000000000000e+00,9.687793246787908856e+02,1.825566640646909491e+03,1.216925409969285965e+03,2.919763715549400786e+03,1.134302247779613459e+01
6.400000000000000355e+00,-4.000000000000000222e-01,1.000000000000000000e+00,2.506156364412730042e+00,2.506719000339508511e+03,3.000000000000000000e+00,1.000000000000000000e+00,9.318605617540097228e+02,-1.185715057764778521e+03,7.717771222148211336e+02,-2.304250494199302182e+02,-3.839045993173452587e+01
6.200000000000000178e+00,-8.000000000000000444e-01,8.000000000000000444e-01,1.723148721170905118e+00,4.132284999370574042e+03,4.000000000000000000e+00,0.000000000000000000e+00,1.193747385949078080e+03,3.880775601572315736e+02,1.109378227390079701e+03,-6.104771797912591182e+02,-5.283147855880523736e+01
6.799999999999999822e+00,-4.000000000000000222e-01,1.000000000000000000e+00,1.328191722455938306e+00,1.278240999221801076e+03,2.000000000000000000e+00,0.000000000000000000e+00,1.283698451102490026e+03,-1.909479783962386136e+03,6.162416290717798120e+02,9.180127136177577540e+02,-1.037234519280706202e+01
7.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.875023654758799507e+00,4.642274999380113513e+03,0.000000000000000000e+00,0.000000000000000000e+00,8.978646119038770621e+02,1.735623108827624321e+02,7.334246176972692410e+02,4.192832983197108376e+01,-5.714242527334533150e+01
7.000000000000000000e+00,-2.000000000000000111e-01,1.000000000000000000e+00,1.755027390581632263e+00,3.362542999029160910e+03,0.000000000000000000e+00,0.000000000000000000e+00,9.882792427659795749e+02,-8.880368505994001680e+02,5.292300382393740392e+02,3.947393189293878635e+01,-5.195357462229623735e+01
7.200000000000000178e+00,-1.000000000000000000e+00,8.000000000000000444e-01,1.266035648044514295e+00,4.592450999021526513e+03,0.000000000000000000e+00,0.000000000000000000e+00,6.442582161694485876e+02,2.946366518404790895e+02,4.605235569075646822e+02,-6.555911767467260916e+02,-9.101531268767563176e+01
7.000000000000000000e+00,-8.000000000000000444e-01,1.000000000000000000e+00,9.949565657966339405e-01,9.140195000648505811e+03,3.000000000000000000e+00,0.000000000000000000e+00,-2.362557355437704416e+02,3.498520744143744196e+03,1.659011573888839621e+03,-1.514175666207352833e+03,-8.661261390489288203e+01
7.500000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.662923139457775257e+00,2.489053000926971436e+03,1.000000000000000000e+00,0.000000000000000000e+00,1.131926877473811601e+03,-1.443730851435267141e+03,6.993158995473903587e+02,-2.802486114636277534e+02,-3.633872206623551193e+01
6.799999999999999822e+00,-4.000000000000000222e-01,1.000000000000000000e+00,1.856703315678598143e+00,4.267385000228882745e+03,2.000000000000000000e+00,0.000000000000000000e+00,1.142933806578608937e+03,8.550676754410588956e+02,1.228408505170690660e+03,-1.909158219181434220e+02,-4.408086256299729655e+01
6.750000000000000000e+00,-2.500000000000000000e-01,7.500000000000000000e-01,1.604608666055327815e+00,5.002378999710083008e+03,1.000000000000000000e+00,0.000000000000000000e+00,9.100821039279397837e+02,1.116854847630414724e+03,1.291665699183341530e+03,-8.190693820480177010e+02,-5.814533900977312442e+01
