# mood_lag1,circumplex.arousal_lag1,circumplex.valence_lag1,activity_lag1,screen_lag1,call_lag1,sms_lag1,pca_var_0_lag1,pca_var_1_lag1,pca_var_2_lag1,pca_var_3_lag1,pca_var_4_lag1
8.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,2.177871148459383566e+00,8.058661999702451794e+03,6.000000000000000000e+00,2.000000000000000000e+00,-6.561353392082219216e+02,2.599150304625348326e+03,5.794310834216851163e+02,-1.502115216247251965e+03,2.123026795813190120e+02
7.400000000000000355e+00,0.000000000000000000e+00,2.000000000000000111e-01,2.430357142857142883e+00,9.829376000642774670e+03,9.000000000000000000e+00,2.000000000000000000e+00,-5.063371027486350044e+02,1.432907864764303213e+03,-7.072793774701925713e+02,3.754199041100272360e+00,-3.552429866463659636e+01
6.500000000000000000e+00,2.500000000000000000e-01,5.000000000000000000e-01,2.290143557422968712e+00,6.600758999347688587e+03,0.000000000000000000e+00,1.000000000000000000e+00,-1.155482601960400189e+03,5.675716736332792607e+02,-8.423678401839697472e+02,-8.742316514176503688e+02,-9.943717688480529660e+01
7.750000000000000000e+00,-2.500000000000000000e-01,5.000000000000000000e-01,2.329487179487180093e+00,6.472982000589369818e+03,3.000000000000000000e+00,7.000000000000000000e+00,-1.029846989764385398e+04,2.675310192222196406e+02,-2.262299606501580001e+03,-9.134292704286766593e+02,-2.368762357317949636e+02
7.000000000000000000e+00,-2.000000000000000111e-01,5.999999999999999778e-01,1.024819995665854577e+00,1.214842000484467235e+03,3.000000000000000000e+00,1.000000000000000000e+00,4.507598272009244624e+02,-2.325783503280621517e+03,-3.495759104445061212e+02,-2.277624819056860019e+02,-6.695939689871718770e+01
6.599999999999999645e+00,-4.000000000000000222e-01,4.000000000000000222e-01,5.405461664654717113e-01,5.777400000095363794e+03,4.000000000000000000e+00,0.000000000000000000e+00,6.918171167175589744e+02,1.168148777752196111e+03,6.429541400302865668e+02,-1.133486834577349327e+03,-4.988451613561763054e+01
6.400000000000000355e+00,5.999999999999999778e-01,2.000000000000000111e-01,1.366440829777782362e+00,7.802634999036788940e+03,8.000000000000000000e+00,0.000000000000000000e+00,-7.886213257870667803e+01,2.493370354456208588e+03,7.458164086109920845e+02,-1.476248914591764333e+03,-1.265354785926264043e+02
6.500000000000000000e+00,-2.500000000000000000e-01,0.000000000000000000e+00,1.937950023017883883e+00,4.465848001956940607e+03,2.000000000000000000e+00,1.000000000000000000e+00,1.495500345578913652e+02,-2.254427729128688327e+02,7.734984646217770887e+02,-8.275474355839066902e+02,-6.480283692954124319e+01
7.200000000000000178e+00,2.000000000000000111e-01,5.999999999999999778e-01,2.527584614857272705e+00,7.550633999586105347e+03,6.000000000000000000e+00,3.000000000000000000e+00,1.768518131984923514e+02,2.395314920135881948e+03,1.077231021759850591e+03,-1.414797112627170918e+03,6.244878799275235082e+01
6.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.922827461972856700e+00,1.758315700149536133e+04,3.000000000000000000e+00,0.000000000000000000e+00,-8.521922311711733755e+02,7.459008142543728354e+03,-2.982383094667191017e+03,-2.340774629271249069e+03,-5.129476677429725129e+01
