# mood_lag1,circumplex.arousal_lag1,circumplex.valence_lag1,activity_lag1,screen_lag1,call_lag1,sms_lag1,pca_var_0_lag1,pca_var_1_lag1,pca_var_2_lag1,pca_var_3_lag1,pca_var_4_lag1
6.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.449069997798811127e-01,1.870436999559401556e+03,0.000000000000000000e+00,0.000000000000000000e+00,5.610754171760872850e+02,-2.488629541631518350e+03,-2.110048243389899767e+02,-1.283734079550359652e+01,-7.190317235963934195e+01
7.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.038639518402864059e+00,8.599743999242784412e+03,2.000000000000000000e+00,0.000000000000000000e+00,-2.487811129018614793e+03,4.968140561634759820e+02,-8.028511952794503941e+02,-8.962242460810965667e+02,-1.697613824369308588e+02
6.799999999999999822e+00,-2.000000000000000111e-01,4.000000000000000222e-01,1.037176251039453545e+00,1.188737000083923704e+04,2.000000000000000000e+00,0.000000000000000000e+00,-1.169553111417575110e+03,7.873205120246096840e+02,-2.342387114278289573e+03,9.476146756438309637e+01,-2.519870132725735914e+02
8.000000000000000000e+00,0.000000000000000000e+00,1.250000000000000000e+00,3.626713232790284458e+00,9.165401001453403296e+03,0.000000000000000000e+00,0.000000000000000000e+00,-5.433725896257289605e+03,5.346020612484786625e+02,-8.005884226878929439e+02,3.915197203067681642e+01,-1.426287886909231304e+02
5.750000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00,2.997742698164398423e+00,1.376036600136756897e+04,3.000000000000000000e+00,0.000000000000000000e+00,-2.285583838811404803e+03,3.255329744887049401e+03,-8.216028079591128517e+02,-1.048989058533137268e+03,-2.214159858371248788e+02
7.599999999999999645e+00,-8.000000000000000444e-01,8.000000000000000444e-01,6.686349777350611978e-01,7.930456998109815686e+03,0.000000000000000000e+00,0.000000000000000000e+00,-8.076183398890312901e+02,-8.277631437282057050e+02,-1.227468953474273121e+03,-9.814275016015839981e+01,-1.608036276268581162e+02
7.200000000000000178e+00,-5.999999999999999778e-01,5.999999999999999778e-01,2.940728811418465982e-01,5.941962999582290649e+03,0.000000000000000000e+00,0.000000000000000000e+00,3.436908911140351393e+02,-1.093065636241316724e+03,-2.032885816092904633e+03,-2.589717244912482386e+01,-2.065099418711688770e+02
8.000000000000000000e+00,2.000000000000000111e-01,1.250000000000000000e+00,2.680007495922196892e+00,1.146443000125885192e+04,0.000000000000000000e+00,0.000000000000000000e+00,-1.000545236491471587e+04,5.785933294282181123e+02,-1.813035539286323456e+03,1.005375691707765782e+02,-1.934784271772785473e+02
7.799999999999999822e+00,-2.000000000000000111e-01,1.000000000000000000e+00,2.372410073989618340e+00,7.366385003089904785e+03,0.000000000000000000e+00,0.000000000000000000e+00,-4.462696114822439085e+03,5.575450866467356263e+02,-5.173160112453618922e+02,-1.003923498869948389e+03,-1.517625841634015558e+02
7.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,5.364631153007158204e+00,1.225172599864005497e+04,0.000000000000000000e+00,1.000000000000000000e+00,-1.357028685179559261e+03,-3.617972701868899321e+02,-6.032107748973348862e+02,-4.686979691244483774e+02,-1.352865187926244062e+02
7.000000000000000000e+00,-1.000000000000000000e+00,5.000000000000000000e-01,5.148513831830985765e+00,8.174054998397828967e+03,0.000000000000000000e+00,0.000000000000000000e+00,-2.477027902101614018e+03,1.447160581850307608e+02,-2.104229245641901969e+02,4.830431085375761313e+01,-1.078286184630287323e+02
7.400000000000000355e+00,-5.999999999999999778e-01,0.000000000000000000e+00,6.997842208332567537e+00,2.529074699878691536e+04,1.000000000000000000e+01,8.000000000000000000e+00,-2.410051676656351901e+03,2.646186093881509805e+03,1.867062078916023893e+02,-1.357808509577182122e+03,-1.587732703311409352e+02
7.799999999999999822e+00,-7.500000000000000000e-01,1.250000000000000000e+00,8.926213435926118045e-01,1.148337200093269712e+04,0.000000000000000000e+00,0.000000000000000000e+00,-1.828270434930949023e+03,9.739609363252992580e+02,-1.940091738131165357e+03,-4.126209435443990969e+02,-2.392395220060597865e+02
