# mood_lag1,circumplex.arousal_lag1,circumplex.valence_lag1,activity_lag1,screen_lag1,call_lag1,sms_lag1,pca_var_0_lag1,pca_var_1_lag1,pca_var_2_lag1,pca_var_3_lag1,pca_var_4_lag1
7.400000000000000355e+00,-4.000000000000000222e-01,5.999999999999999778e-01,1.891666666666666829e+00,3.268672999620438532e+03,1.000000000000000000e+00,1.000000000000000000e+00,5.792599283160658388e+02,-1.647178598820874186e+03,-4.275237789481004143e+02,-3.698526942512723963e+02,-1.052462690890949091e+02
7.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000111e-01,3.341829312370108163e+00,2.669067000150679632e+03,3.000000000000000000e+00,5.000000000000000000e+00,-3.903882256059469569e+02,-1.911447099886837123e+03,-1.621741531640446397e+02,-3.515534497068401265e+02,-8.229564022097355291e+01
7.400000000000000355e+00,-2.000000000000000111e-01,5.999999999999999778e-01,1.233333333333333171e+00,5.887944997787475586e+03,1.000000000000000000e+00,1.000000000000000000e+00,-5.376959172462597962e+02,-7.461192471489020761e+01,-1.271076731267581408e+03,-6.955640502818074538e+02,-1.891295886756620632e+02
7.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000111e-01,1.941666666666666652e+00,4.060829999446867077e+03,3.000000000000000000e+00,2.000000000000000000e+00,3.748019587007470363e+02,-5.854372263171538862e+02,-1.002129724505835640e+02,-6.608633722739491532e+02,-6.162692302455972992e+01
7.599999999999999645e+00,1.000000000000000000e+00,8.000000000000000444e-01,2.024999999999999467e+00,4.268787998676306415e+03,0.000000000000000000e+00,0.000000000000000000e+00,6.684462049704339961e+02,-9.445582218931029672e+01,3.506656964334051167e+02,-8.104076382683871316e+02,-9.496392620236194659e+01
7.599999999999999645e+00,-5.999999999999999778e-01,8.000000000000000444e-01,1.708333333333334370e+00,2.996426999568939209e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.843211399492585656e+02,-1.473615980990731259e+03,-3.609269170496309442e+01,-4.522321070439517712e+02,-8.585463723449528572e+01
7.000000000000000000e+00,4.000000000000000222e-01,8.000000000000000444e-01,2.691666666666666874e+00,5.062947000741960437e+03,0.000000000000000000e+00,0.000000000000000000e+00,5.672697451901547083e+02,1.190819556642722716e+02,1.333529255762077241e+02,-8.380069721519124641e+02,-1.107099602666505831e+02
7.400000000000000355e+00,-2.000000000000000111e-01,4.000000000000000222e-01,3.000000000000000000e+00,3.914550999641417548e+03,0.000000000000000000e+00,4.000000000000000000e+00,2.624304276347854739e+02,-7.784864939102856169e+02,1.074937762783085731e+02,-6.334636739318697209e+02,-9.345136835264631259e+01
5.799999999999999822e+00,4.000000000000000222e-01,-5.999999999999999778e-01,2.058333333333333570e+00,2.744952001094818115e+03,1.000000000000000000e+00,0.000000000000000000e+00,6.607740033343117148e+02,-1.826753087072509743e+03,-5.809129197750934281e+02,-3.184916419887383654e+02,-1.123392222085271044e+02
7.000000000000000000e+00,2.500000000000000000e-01,5.000000000000000000e-01,1.851149425287356154e+00,3.724441000700000131e+03,3.000000000000000000e+00,1.000000000000000000e+00,-1.213110358099800351e+03,-1.012344697860334122e+03,-3.449257812089226718e+02,-5.744635238864684652e+02,-1.126649357648455094e+02
