# mood_lag1,circumplex.arousal_lag1,circumplex.valence_lag1,activity_lag1,screen_lag1,call_lag1,sms_lag1,pca_var_0_lag1,pca_var_1_lag1,pca_var_2_lag1,pca_var_3_lag1,pca_var_4_lag1
6.333333333333333037e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.902626999616625653e+03,4.000000000000000000e+00,1.000000000000000000e+00,-1.047914664552479280e+03,2.314651117478437357e+02,1.029142678582546750e+03,-8.910133117455904994e+02,-5.309035344444035331e+01
6.750000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,1.176478904652280111e+00,1.015976900124549320e+04,4.000000000000000000e+00,0.000000000000000000e+00,9.447989835985018203e+01,2.083323631759474665e+03,1.527842648592062460e+03,1.142390504474595218e+03,-1.245145908304106364e+01
8.199999999999999289e+00,5.999999999999999778e-01,8.000000000000000444e-01,5.267625222130502216e+00,4.512471001386642456e+03,1.500000000000000000e+01,1.000000000000000000e+00,-1.225331519460085474e+03,9.609598164818006580e+02,1.171269308113753141e+03,-1.087760590946439834e+03,-6.380486822163504002e+01
6.799999999999999822e+00,4.000000000000000222e-01,4.000000000000000222e-01,7.575162164415435662e+00,8.182757000207905548e+03,5.000000000000000000e+00,1.000000000000000000e+00,-1.578310853270081964e+02,-2.794764930738871840e+02,9.864251703121472019e+02,-6.359622183990986741e+02,-4.791688020213789656e+01
7.250000000000000000e+00,-5.000000000000000000e-01,7.500000000000000000e-01,5.736599045048335732e+00,4.360334001302720026e+03,1.000000000000000000e+01,1.000000000000000000e+00,-3.792257566341961024e+02,-7.012615315305229160e+02,8.260181267325102681e+02,-5.832908557862034513e+02,-4.794507496143386760e+01
7.500000000000000000e+00,-7.500000000000000000e-01,7.500000000000000000e-01,6.951070197602581047e+00,1.115585099911689213e+04,1.000000000000000000e+01,1.000000000000000000e+00,-8.622578849513334944e+02,8.181754946685292396e+01,7.753420726735188282e+02,-4.499978423698510710e+02,-6.135902856152885221e+01
6.500000000000000000e+00,-1.000000000000000000e+00,-5.000000000000000000e-01,1.070504848398963205e+01,7.589562002897265302e+03,2.500000000000000000e+01,1.000000000000000000e+00,-5.597043326648204129e+02,-8.068688803535007992e+02,5.363826599129841952e+02,2.184683460189403625e+00,-5.239872308804493173e+01
6.250000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,5.393943140670645953e+00,4.528527000665665582e+03,8.000000000000000000e+00,1.000000000000000000e+00,4.938531127230367019e+02,-9.004285038863232558e+02,6.732552102786631849e+02,-2.412356806482924014e+02,-5.142094935842592918e+01
6.400000000000000355e+00,2.000000000000000111e-01,-2.000000000000000111e-01,3.746991900035998579e+00,2.766648999452590033e+03,5.000000000000000000e+00,0.000000000000000000e+00,2.999916155553207773e+02,2.406680855104023067e+02,9.021163166109910208e+02,-4.017893787414893154e+02,-5.640159262205470725e+01
7.750000000000000000e+00,-1.250000000000000000e+00,7.500000000000000000e-01,5.532327716554890529e+00,4.637388000011445001e+03,7.000000000000000000e+00,0.000000000000000000e+00,-1.419989194150084359e+03,-5.792172175696678238e+01,1.031949542068931123e+03,-4.575872081623373333e+02,-4.098000696962947842e+01
7.200000000000000178e+00,-1.199999999999999956e+00,4.000000000000000222e-01,7.054883097740210829e+00,6.069630000829694836e+03,5.000000000000000000e+00,0.000000000000000000e+00,-4.486614523890189048e+02,1.221325536237472136e+02,-4.296119956829853663e+02,-2.959372023410408303e+01,-1.263980148994757400e+02
7.250000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.492376214131622802e+00,5.746980998754502252e+03,3.000000000000000000e+00,0.000000000000000000e+00,-8.787321620497253889e+02,1.712198307185927320e+02,1.122231977101041821e+03,-4.583467252271264556e+02,-3.374187264303006373e+01
6.799999999999999822e+00,-5.999999999999999778e-01,5.999999999999999778e-01,6.278359873875349884e+00,3.969580999135971524e+03,8.000000000000000000e+00,2.000000000000000000e+00,1.723642605853790712e+02,-8.255081640693790632e+02,-1.868559541645363197e+03,2.789163045566938308e+02,-1.926822983599636814e+02
7.250000000000000000e+00,-7.500000000000000000e-01,2.500000000000000000e-01,1.037926452144948186e+01,4.403242997646332697e+03,4.000000000000000000e+00,0.000000000000000000e+00,-1.602648819325728982e+04,-8.698863897863861894e+02,1.439030383289173415e+03,-7.531120804492828391e+00,4.140742026908164064e+01
